ID,CITY,ADDRESS,BEDS,BATHS,HALF_BATH,SQ_FT,STYLE,FLOORS,RECENT_PRICE,LAT,LONG,NEIGHBORHOOD
487,Kanyakumari,9209 Main St,4,3,0,3454,Modern,2,388366,9.482989195705622,80.37321186460865,Suburb
488,Chennai,8173 2nd St,5,2,0,2880,Ranch,3,474058,11.601238924811486,78.44708002309191,Downtown
489,Vellore,2852 2nd St,3,2,0,2347,Ranch,2,213888,10.145473213291176,77.0413823858908,Industrial
490,Chennai,4669 Park Blvd,4,3,0,1661,Contemporary,2,735581,9.070013833349512,79.50469629517558,Residential Area
491,Kochi,6453 2nd St,2,1,0,954,Contemporary,3,363596,12.02423779333115,79.81565370451243,Uptown
492,Dindigul,7537 Park Blvd,2,1,1,4294,Traditional,2,218515,8.847811383849837,79.60321076057352,Suburb
493,Tirunelveli,786 Main St,3,3,0,1704,Victorian,3,566740,12.706040152797208,80.87144940465285,Residential Area
494,Erode,4911 Park Blvd,1,2,1,2069,Victorian,3,419209,10.830682382285051,80.45188410932857,Residential Area
495,Thanjavur,9054 3rd Ave,1,3,1,1204,Traditional,2,843044,8.581353321336154,78.79532677272259,Suburb
496,Kanyakumari,5143 Main St,1,3,1,1643,Victorian,3,763008,11.817397834420415,77.25142994988953,Suburb
497,Erode,5226 Main St,2,2,0,2582,Modern,2,314437,10.855396717659973,78.90423507800799,Historic District
498,Kanyakumari,9198 Main St,1,3,0,2364,Victorian,3,995308,9.639316644871453,79.75697607984809,Residential Area
499,Madurai,7913 3rd Ave,5,3,1,1984,Traditional,1,338929,10.323966591231201,79.43083923290801,Industrial
500,Coimbatore,9745 2nd St,4,3,0,1546,Victorian,3,286694,9.640857589731244,79.15254827084354,Uptown
501,Kochi,3456 Park Blvd,2,2,1,2525,Ranch,3,391540,9.446642096585313,78.87527583206096,Downtown
502,Vellore,7366 Main St,3,1,0,3988,Contemporary,2,765429,8.899846314640417,78.17504749210954,Downtown
503,Thanjavur,138 3rd Ave,3,1,0,1070,Modern,3,396476,9.995219232256117,78.10938704689852,Industrial
504,Nagapattinam,9178 Main St,4,2,1,4756,Ranch,1,514534,9.38042963473839,79.0009259157032,Suburb
505,Kanyakumari,1198 Park Blvd,2,1,1,971,Ranch,1,509000,11.758889678796544,77.6424125857186,Suburb
506,Erode,1923 2nd St,1,3,1,1073,Traditional,3,575910,11.761322076398185,78.3627416942992,Suburb
507,Kochi,3255 2nd St,1,1,0,3106,Contemporary,3,172995,10.760121334056011,78.29591709884039,Residential Area
508,Tiruchirappalli,5758 3rd Ave,5,3,1,1958,Contemporary,1,754429,12.278694901086766,79.3485312063368,Suburb
509,Thanjavur,2996 2nd St,5,1,0,2506,Modern,2,813779,12.627368454533265,77.2667292014521,Suburb
510,Tiruchirappalli,1088 Main St,1,2,0,2571,Traditional,1,591168,11.188715515888502,80.31867472106038,Residential Area
511,Chennai,6546 Park Blvd,3,1,0,1221,Modern,1,839197,11.404143395198886,79.24951352153761,Residential Area
512,Vellore,4279 2nd St,3,1,1,2009,Victorian,3,220799,9.55587250382501,79.68330672310374,Industrial
513,Karur,1782 Main St,5,1,1,1690,Ranch,3,854237,12.921780603880359,79.81237561503774,Historic District
514,Karur,5726 Main St,4,2,1,4067,Modern,1,649471,8.133133244323915,78.16593654737015,Residential Area
515,Nagapattinam,1033 3rd Ave,1,1,0,2273,Ranch,2,982119,9.917313581935652,78.88148626953947,Uptown
516,Madurai,2080 3rd Ave,5,2,0,4043,Traditional,1,905027,11.969902318524209,80.82498382347868,Suburb
517,Erode,3156 Main St,5,3,1,2981,Victorian,1,187276,8.440492303191387,80.06682095198725,Historic District
518,Sivakasi,891 Park Blvd,1,1,0,2249,Traditional,2,708811,9.00743240085561,80.87822750089273,Downtown
519,Nagapattinam,5490 Park Blvd,1,2,0,3896,Victorian,1,347127,11.241071503245681,79.98501738058515,Industrial
520,Coimbatore,2355 3rd Ave,3,2,1,4056,Victorian,1,466759,11.079965193049569,77.70240055883407,Historic District
521,Coimbatore,1707 Park Blvd,4,1,1,3956,Ranch,3,639858,12.064105628720252,77.25814353537871,Residential Area
522,Erode,6673 Main St,4,3,1,2390,Traditional,2,653256,12.469369514984944,79.31064574687865,Suburb
523,Sivakasi,5876 Main St,1,2,0,4781,Traditional,3,160514,8.70718768181418,78.43125311881043,Suburb
524,Tirunelveli,3480 Park Blvd,2,1,0,2235,Modern,3,197456,8.101095443763832,78.10183164055267,Suburb
525,Madurai,8882 3rd Ave,5,3,0,1023,Traditional,2,157233,11.793011858123982,80.22884398570167,Historic District
526,Kochi,3733 Park Blvd,5,2,0,1019,Modern,2,413246,9.657654876714975,78.4679730683278,Suburb
527,Kanyakumari,6442 3rd Ave,1,2,0,2454,Contemporary,1,216133,11.442911526548745,78.26800387893722,Residential Area
528,Sivakasi,1059 Park Blvd,2,3,1,1064,Contemporary,3,983147,8.827995234342236,80.39995037267605,Historic District
529,Karur,8984 Park Blvd,3,3,0,1753,Contemporary,2,628409,10.579720256662796,80.38514934594583,Suburb
530,Thanjavur,4573 3rd Ave,1,1,0,4533,Traditional,3,778373,10.774336103348903,78.42546655102022,Downtown
531,Tirunelveli,7825 3rd Ave,1,1,0,3574,Traditional,3,783389,11.217927990052688,80.32999480394386,Downtown
532,Kanyakumari,3324 2nd St,5,2,1,3924,Modern,2,549472,10.822435089818104,80.40311396133065,Uptown
533,Kanyakumari,1975 Park Blvd,1,3,1,1279,Victorian,1,258684,10.726299236257926,78.69572214011866,Suburb
534,Tirunelveli,8812 2nd St,1,3,1,4314,Modern,3,476944,9.830037846911205,77.26589252083669,Suburb
535,Chennai,9308 Park Blvd,1,3,0,2153,Contemporary,2,672116,8.391491299749473,77.00633857786536,Historic District
536,Tiruchirappalli,5209 Main St,5,2,1,4122,Modern,1,769225,8.492361082382633,79.09316985155598,Historic District
537,Kanyakumari,216 2nd St,3,3,1,4678,Victorian,3,715836,10.385780509239346,78.37630197348142,Suburb
538,Tirunelveli,5563 Park Blvd,3,3,1,1689,Traditional,2,359272,9.956862203015461,80.98852757663346,Uptown
539,Sivakasi,8686 Park Blvd,1,2,0,4654,Modern,3,585583,10.838741425709738,80.08964399850913,Suburb
540,Tirunelveli,3888 Main St,5,1,1,1724,Contemporary,2,788103,9.676609930909468,80.04510182540164,Residential Area
541,Dindigul,4267 Main St,3,1,0,2970,Contemporary,2,370994,11.783505503004283,80.82097107314938,Historic District
542,Nagapattinam,8565 2nd St,3,2,0,2702,Traditional,3,277602,12.75175152105231,80.55089759157329,Suburb
543,Salem,1489 3rd Ave,3,3,1,3195,Modern,3,800558,9.643747538327773,78.27274991782555,Historic District
544,Chennai,8457 Park Blvd,5,2,0,828,Victorian,2,962002,9.061412043664657,77.66394888641551,Suburb
545,Vellore,6254 Main St,5,1,1,834,Traditional,1,573471,8.63899315839749,79.98356906026193,Industrial
546,Salem,9020 Main St,1,1,0,4389,Modern,3,695470,11.389397223139468,78.5130955747315,Historic District
547,Nagapattinam,2143 2nd St,4,2,1,3470,Ranch,2,451517,10.441207951273132,78.89269060652383,Uptown
548,Nagapattinam,3596 Park Blvd,3,2,1,4165,Contemporary,2,455163,9.03408644457959,79.5215909250993,Industrial
549,Nagapattinam,878 2nd St,4,1,1,1388,Victorian,1,343691,11.592252033105204,80.63149070774097,Residential Area
550,Salem,3862 Park Blvd,5,2,0,4018,Victorian,1,428187,8.816657506529065,78.67635101468386,Suburb
551,Erode,9868 Main St,5,1,1,3938,Victorian,1,588748,11.04865388216374,80.13326756087744,Residential Area
552,Tiruchirappalli,6831 Main St,5,2,0,1703,Contemporary,3,382362,10.899316098938955,78.07335916509862,Historic District
553,Tirunelveli,3217 Park Blvd,4,2,1,4886,Modern,2,347008,12.038252906523457,79.79188716369445,Industrial
554,Thanjavur,8883 2nd St,5,2,0,2969,Traditional,2,431383,8.303103019673667,77.00631768431165,Residential Area
555,Tiruchirappalli,2820 2nd St,1,1,0,1139,Modern,2,291488,12.883301125182317,80.48602885396254,Uptown
556,Karur,9227 Park Blvd,5,2,1,2514,Traditional,1,808772,11.866454493807506,77.12151831981785,Historic District
557,Sivakasi,8132 2nd St,2,1,1,1356,Victorian,2,698694,9.188692990918192,79.85101501905034,Industrial
558,Madurai,6468 Main St,4,1,1,3887,Modern,3,414019,9.008729417353567,77.18503275704514,Residential Area
559,Erode,2049 Main St,2,2,1,4066,Victorian,1,662447,10.374131177790808,78.06498279757601,Industrial
560,Vellore,6832 Park Blvd,5,2,1,4367,Ranch,1,645288,12.496609312495284,78.98880961422621,Industrial
561,Tiruchirappalli,7933 2nd St,1,1,0,2856,Victorian,1,548968,12.63622496226509,78.67975474139295,Residential Area
562,Thanjavur,3274 2nd St,3,1,1,4699,Victorian,1,629969,10.862508506766606,77.76734445840404,Downtown
563,Coimbatore,7114 2nd St,5,3,1,1816,Traditional,3,359097,12.734459744777055,78.33525964683695,Suburb
564,Nagapattinam,1809 2nd St,1,1,0,2862,Ranch,2,544569,8.029940400554299,79.91082548024387,Historic District
565,Kanyakumari,3141 2nd St,4,3,1,1638,Victorian,3,832346,8.193460473423782,79.6770283703186,Historic District
566,Karur,9178 Park Blvd,2,3,1,2437,Victorian,2,951123,13.015018765002086,77.28725833505567,Historic District
567,Madurai,1995 3rd Ave,2,3,0,4296,Ranch,3,350919,12.264325614372538,79.98926330229155,Industrial
568,Chennai,8608 3rd Ave,2,2,1,2613,Ranch,1,984507,10.478883320377122,77.21218352478812,Residential Area
569,Vellore,734 2nd St,4,2,1,4279,Modern,1,160794,12.14485572312893,79.17170555639913,Suburb
570,Sivakasi,2156 2nd St,1,1,1,2251,Traditional,3,349542,13.25601703947882,78.04025099216877,Uptown
571,Madurai,3244 3rd Ave,4,3,0,3113,Ranch,3,821766,12.246492381347068,79.35076051023927,Historic District
572,Nagapattinam,9731 Main St,2,2,1,2314,Ranch,2,488074,12.63304233600077,78.0453135837636,Residential Area
573,Kanyakumari,9007 Park Blvd,5,2,0,2031,Contemporary,3,921257,12.183336197645339,80.93983187850333,Suburb
574,Erode,4011 2nd St,3,2,1,2445,Ranch,3,191708,8.925161008384478,78.23891273491013,Suburb
575,Kanyakumari,3489 Park Blvd,4,2,0,3799,Traditional,2,324469,12.584657603051552,77.96784254269798,Downtown
576,Salem,8542 3rd Ave,4,2,1,4240,Victorian,2,797601,9.073098510133155,78.11386116366138,Residential Area
577,Kanyakumari,558 Park Blvd,1,3,0,4856,Victorian,2,957784,12.909362304242809,80.58589142903718,Historic District
578,Salem,307 Park Blvd,1,3,0,1105,Victorian,3,505992,10.522574439445918,79.54487531467738,Industrial
579,Karur,121 2nd St,4,3,0,4336,Victorian,2,910956,11.723372137710657,79.92273638968311,Suburb
580,Erode,994 3rd Ave,2,3,0,2523,Contemporary,1,558654,10.73482466334354,80.6720420403774,Suburb
581,Sivakasi,7394 Main St,3,1,0,2489,Ranch,1,981431,8.516950111791312,80.64748993938002,Uptown
582,Kochi,7967 2nd St,1,3,0,2317,Victorian,1,692770,9.598972691913659,79.9557833863149,Downtown
583,Nagapattinam,4209 3rd Ave,2,2,1,4717,Modern,3,313543,13.410525196983533,77.79129771536529,Suburb
584,Salem,7279 3rd Ave,5,3,1,1219,Victorian,1,983711,13.283931134183995,80.37349328270003,Suburb
585,Chennai,1660 Main St,1,1,0,3736,Ranch,3,521557,9.76267793710551,77.81510413676426,Industrial
586,Kanyakumari,1366 2nd St,2,2,0,4662,Victorian,3,649964,13.479632423348743,79.97159525639373,Industrial
587,Kanyakumari,3738 2nd St,2,3,0,2250,Contemporary,1,204213,12.650531575232947,79.7424122661795,Uptown
588,Chennai,3527 Main St,3,3,0,3896,Traditional,2,949458,11.3602772468774,80.03555540056179,Residential Area
589,Sivakasi,2027 Main St,3,3,1,4061,Traditional,3,388697,8.220685411435552,79.13074272285526,Uptown
590,Coimbatore,2456 3rd Ave,5,2,0,1964,Ranch,1,497328,12.957957562461086,79.55490472899687,Uptown
591,Karur,406 Park Blvd,2,2,1,2669,Traditional,3,155435,11.065861035953759,80.81328032173703,Industrial
592,Tirunelveli,3765 2nd St,2,1,1,2619,Traditional,2,289565,12.776618831615233,77.40435437669686,Residential Area
593,Kochi,7157 3rd Ave,3,2,0,3505,Modern,2,353299,12.589360159481583,78.23538909912648,Industrial
594,Vellore,761 Main St,1,2,0,4315,Ranch,1,995753,12.581534183605974,79.44542805239352,Downtown
595,Thanjavur,8603 Main St,1,3,1,2142,Ranch,3,432533,11.839956233931979,80.85621652052596,Historic District
596,Salem,9374 3rd Ave,4,2,1,3026,Traditional,3,181498,9.602783262718267,77.3822977906504,Historic District
597,Chennai,9046 3rd Ave,3,3,0,1879,Traditional,3,710113,9.848881417594859,77.09019688612034,Downtown
598,Thanjavur,6336 2nd St,4,3,0,3579,Traditional,3,429078,9.696580669204774,77.22299839388131,Historic District
599,Erode,6178 3rd Ave,3,2,0,3328,Contemporary,1,679862,8.110252997429106,77.2096227458448,Residential Area
600,Sivakasi,452 3rd Ave,5,1,1,1613,Victorian,2,804986,11.204129000681462,80.63126343110962,Industrial
601,Salem,7105 Main St,2,1,1,2831,Contemporary,1,843539,11.843585187453181,79.8850316317353,Historic District
602,Tirunelveli,258 2nd St,5,2,0,1122,Ranch,3,192782,12.69626296438862,79.70842546478511,Residential Area
603,Thanjavur,1056 Park Blvd,3,1,1,3769,Modern,3,597628,8.770909883605016,79.09029128104724,Industrial
604,Erode,8695 Main St,2,3,1,1703,Victorian,2,210561,10.99300731937241,80.12781046788861,Residential Area
605,Madurai,9679 2nd St,1,3,0,2341,Modern,3,620440,8.044044773705807,77.62259197104636,Downtown
606,Nagapattinam,6775 Park Blvd,1,2,0,4303,Ranch,1,614535,8.523015062409012,78.56776475915375,Uptown
607,Kanyakumari,6395 2nd St,4,1,1,3453,Ranch,1,642232,8.298164593132961,78.96001700305737,Downtown
608,Madurai,1812 3rd Ave,3,1,1,3276,Modern,2,701039,11.990129187085177,77.44163799070691,Historic District
609,Salem,4803 Main St,3,3,0,4140,Modern,1,450318,8.445827601326817,78.67805483735006,Industrial
610,Tirunelveli,6663 2nd St,1,2,0,1941,Modern,1,206572,11.940491398573345,78.26600711705048,Residential Area
611,Kochi,5731 Park Blvd,5,1,0,1649,Ranch,1,997848,9.372935874258209,77.14232858317385,Historic District
612,Thanjavur,9733 Park Blvd,2,2,0,1166,Traditional,1,555257,12.827421283833168,77.54694161091695,Historic District
613,Karur,1494 2nd St,5,1,0,3697,Modern,3,566443,12.472324936000977,80.05614729266989,Uptown
614,Nagapattinam,9561 Main St,5,3,1,1889,Victorian,1,971633,13.26806619611402,77.07215163801858,Historic District
615,Salem,3814 Main St,1,3,1,4841,Ranch,2,186069,12.860691085019177,80.73701319638545,Uptown
616,Sivakasi,629 Park Blvd,1,2,1,2838,Contemporary,2,887550,13.133311805139911,77.34569852978895,Industrial
617,Chennai,3058 Main St,1,3,1,3660,Contemporary,1,962802,12.723083180823192,80.19695237681383,Industrial
618,Karur,3691 Park Blvd,4,1,0,2654,Victorian,2,900378,11.813600453381705,80.59446616377389,Residential Area
619,Karur,6995 2nd St,5,3,0,1294,Traditional,1,932533,8.936425336689897,80.76454233940179,Uptown
620,Karur,9231 2nd St,3,2,0,3982,Modern,2,855591,9.49439135369751,80.46990809398389,Downtown
621,Tiruchirappalli,6577 2nd St,2,2,1,2584,Ranch,2,537902,9.169998313716501,78.15020015770178,Industrial
622,Salem,474 Main St,4,2,1,4310,Modern,1,753756,11.31972183212013,78.33234852535391,Residential Area
623,Nagapattinam,4748 2nd St,3,1,1,4586,Ranch,1,834659,10.769909658854807,78.70618279444031,Downtown
624,Kanyakumari,1625 Park Blvd,5,1,0,4930,Contemporary,3,240715,12.768939984371329,77.5571867576284,Industrial
625,Kanyakumari,1746 2nd St,1,1,1,1798,Modern,1,220793,13.239700765744917,77.0890898202689,Industrial
626,Salem,4699 3rd Ave,5,1,0,2251,Victorian,1,589717,10.226729392899793,80.47648645712414,Residential Area
627,Erode,3255 2nd St,2,1,0,2551,Traditional,3,862494,10.784928043044468,79.21651486484183,Residential Area
628,Tiruchirappalli,3914 2nd St,4,3,0,3080,Victorian,1,785960,13.343339962422766,79.43489176871286,Suburb
629,Chennai,3316 3rd Ave,4,1,0,3734,Traditional,1,552993,9.519314178927289,80.70795389927117,Historic District
630,Karur,8319 2nd St,2,1,0,4534,Modern,3,292321,12.358149264473475,79.66048071245446,Historic District
631,Karur,9544 Main St,3,3,0,4146,Modern,1,795190,9.238819462843855,79.76341401735925,Downtown
632,Salem,5643 Park Blvd,3,1,1,2673,Traditional,1,171390,11.748030634838996,80.14787459374696,Historic District
633,Erode,7162 3rd Ave,4,2,0,4603,Contemporary,3,170369,9.394885952012103,77.46539379942962,Downtown
634,Kanyakumari,6530 3rd Ave,4,1,0,2779,Ranch,3,293953,12.860533638572628,78.44064861285517,Industrial
635,Kanyakumari,3181 3rd Ave,1,1,1,1498,Victorian,2,421731,11.088128690551724,80.87283171081347,Suburb
636,Tirunelveli,729 2nd St,3,2,0,2112,Victorian,1,374872,9.022635024809116,80.69172031240242,Suburb
637,Salem,5824 2nd St,2,2,1,3762,Victorian,2,617543,9.234030466341673,80.53630118524075,Industrial
638,Tiruchirappalli,3532 Main St,3,2,1,3738,Modern,2,631127,10.716170576394552,78.80835404135588,Residential Area
639,Coimbatore,6376 Park Blvd,1,2,1,3100,Victorian,3,631363,13.288811140661833,80.42877181434723,Uptown
640,Tiruchirappalli,5995 3rd Ave,4,1,0,3997,Ranch,1,912922,12.2330319013601,77.19358352778306,Uptown
641,Sivakasi,7215 Main St,4,2,0,926,Ranch,1,660790,10.685703035542147,77.59406969702847,Historic District
642,Kanyakumari,675 2nd St,1,2,1,1991,Traditional,3,197013,9.857455295092194,78.65587079393622,Residential Area
643,Kanyakumari,6199 Park Blvd,2,3,0,3439,Modern,2,791629,11.020976713416434,78.9335682667285,Downtown
644,Madurai,3292 3rd Ave,4,2,0,4716,Ranch,3,868980,12.115984583857408,78.05402861408342,Suburb
645,Kanyakumari,6152 3rd Ave,5,2,1,2166,Contemporary,1,296826,12.3116072364904,78.42590668339115,Historic District
646,Chennai,6216 Park Blvd,4,3,1,1819,Modern,3,781872,9.785348389533196,77.65110440410147,Industrial
647,Vellore,3668 Park Blvd,5,3,0,4879,Modern,1,228113,11.966375975176325,78.95653612686363,Residential Area
648,Salem,9871 Park Blvd,1,1,1,1484,Ranch,2,639847,11.617838290199025,80.17537317147145,Suburb
649,Thanjavur,2303 3rd Ave,1,3,1,4429,Contemporary,1,185282,13.275117605979617,79.64544157464522,Downtown
650,Tiruchirappalli,1842 2nd St,4,1,1,3687,Traditional,2,317809,13.120996597794083,77.43116898946217,Downtown
651,Vellore,719 3rd Ave,3,3,0,2262,Ranch,2,661188,12.341586290819674,78.95032641358686,Uptown
652,Erode,1056 Park Blvd,5,3,0,4886,Contemporary,1,640643,11.978670788702107,79.7905855311189,Historic District
653,Coimbatore,4053 2nd St,2,1,0,3061,Modern,1,436268,9.507228743373517,79.11958118621577,Industrial
654,Chennai,1068 3rd Ave,4,3,1,4980,Contemporary,2,545412,12.652808908541934,78.5667023861422,Suburb
655,Nagapattinam,9608 Park Blvd,2,1,0,3641,Modern,3,997959,10.351281370423514,79.48765768513552,Downtown
656,Dindigul,381 Main St,4,3,1,2567,Ranch,1,542515,9.497322983783246,80.8745546612011,Suburb
657,Tiruchirappalli,6362 3rd Ave,3,2,0,4980,Ranch,2,246651,10.112884168744044,77.37963163906431,Industrial
658,Vellore,4393 Main St,3,3,0,4360,Victorian,2,396549,12.597645195090793,78.56006424299024,Suburb
659,Nagapattinam,5278 Main St,3,1,1,2912,Victorian,3,235395,8.817482685678367,78.62642341218438,Historic District
660,Coimbatore,9300 3rd Ave,3,3,0,1426,Victorian,1,685633,10.508873076159023,79.30786924187349,Uptown
661,Madurai,1329 Park Blvd,1,1,1,4959,Ranch,2,970509,10.707966769912193,77.60869840752767,Suburb
662,Nagapattinam,4685 Park Blvd,1,1,0,4214,Traditional,3,542573,8.201463336793507,77.70657211948188,Residential Area
663,Chennai,2840 2nd St,5,2,0,2175,Ranch,2,871760,9.076603162514909,78.14144554399142,Uptown
664,Chennai,1339 3rd Ave,2,2,1,1981,Contemporary,1,686343,12.54708335716721,80.82348017307407,Industrial
665,Thanjavur,225 2nd St,4,1,1,1290,Ranch,3,515837,12.569220637271183,79.93643432492361,Uptown
666,Madurai,7573 Main St,4,3,1,4529,Ranch,2,235283,9.608282961363363,79.64677320676601,Suburb
667,Dindigul,9500 3rd Ave,1,1,0,4334,Modern,3,194484,12.811934790288594,80.26783074957704,Suburb
668,Salem,5442 Park Blvd,4,1,0,4096,Modern,1,751802,12.244806164875914,77.51030587566677,Residential Area
669,Nagapattinam,6738 3rd Ave,1,3,0,2740,Modern,3,240135,10.298491160874752,80.437331278895,Downtown
670,Madurai,3349 3rd Ave,5,3,1,2682,Ranch,1,447915,12.11623489422771,79.37933085555002,Residential Area
671,Chennai,7695 2nd St,2,3,1,3787,Traditional,2,655694,13.287340471571433,78.34131602983574,Suburb
672,Chennai,6394 Park Blvd,5,3,1,3959,Contemporary,1,338726,10.524333449359418,80.26342102298275,Uptown
673,Vellore,5857 Main St,3,1,0,1481,Contemporary,2,589756,9.31134948424416,80.21025813739449,Residential Area
674,Kanyakumari,2069 2nd St,3,1,0,1873,Traditional,2,364223,13.179990750275856,80.38283432686691,Residential Area
675,Dindigul,991 3rd Ave,3,2,1,3187,Traditional,1,267399,11.32059358709791,77.46207160042793,Downtown
676,Nagapattinam,7275 2nd St,5,1,0,3194,Contemporary,2,665609,8.578958393642338,80.87744497998311,Suburb
677,Thanjavur,9656 Main St,4,3,1,3493,Victorian,3,330645,11.149755487211792,80.83850461515893,Suburb
678,Thanjavur,9306 Park Blvd,2,2,0,2170,Modern,2,848093,10.753194891965643,78.42987858200696,Industrial
679,Nagapattinam,6912 Park Blvd,3,3,0,2956,Modern,1,279344,12.705738917415598,77.26357607284768,Downtown
680,Sivakasi,4712 3rd Ave,3,1,1,3380,Contemporary,3,292832,10.918823543699368,77.66822267787515,Industrial
681,Karur,1298 2nd St,3,2,0,2959,Traditional,3,787514,9.403778388893558,80.97132330177878,Industrial
682,Coimbatore,5338 2nd St,2,3,0,4048,Victorian,2,773538,11.716042351256887,79.25205177268666,Industrial
683,Thanjavur,6189 2nd St,3,2,1,4531,Contemporary,2,437906,10.984164988945691,78.4264871953042,Historic District
684,Madurai,6357 2nd St,2,2,1,4629,Modern,1,332058,9.2817454554678,78.15281077540016,Industrial
685,Coimbatore,7805 Park Blvd,3,1,0,2427,Ranch,3,839692,11.154953218685993,78.02796694124379,Residential Area
686,Madurai,402 Park Blvd,5,3,1,4272,Traditional,1,321172,12.518445678393274,79.65661106021793,Uptown
687,Erode,1086 Park Blvd,5,2,0,827,Ranch,2,286016,8.157140047482057,78.67755132607874,Residential Area
688,Chennai,4540 2nd St,2,2,1,2785,Contemporary,3,198825,11.469680712548115,80.86164279747445,Residential Area
689,Kanyakumari,3172 3rd Ave,5,3,0,4953,Modern,1,163877,9.922718576814157,79.73537212258145,Suburb
690,Vellore,3224 Park Blvd,2,2,0,2321,Victorian,1,573206,9.609692951676832,80.16817836419584,Historic District
691,Thanjavur,8225 Park Blvd,5,2,1,1096,Ranch,1,279065,10.159232626986112,78.17096619433264,Industrial
692,Kanyakumari,4133 2nd St,5,2,0,2981,Victorian,1,782731,9.8811246533639,77.3167456364345,Suburb
693,Kanyakumari,803 2nd St,2,3,0,4202,Modern,1,511756,12.577315086896428,78.95129134952752,Downtown
694,Kanyakumari,674 Main St,4,3,1,3096,Ranch,3,267674,9.511387959223454,78.2583261861849,Downtown
695,Karur,7948 Main St,5,3,1,3397,Victorian,1,265074,12.032341627086218,77.8083326600317,Suburb
696,Coimbatore,7024 Main St,3,3,0,1701,Victorian,3,667257,8.517329011257239,80.81056852320344,Uptown
697,Madurai,3928 Main St,4,1,1,1898,Ranch,1,546474,13.232680048664285,78.77595285736813,Suburb
698,Kochi,3330 Main St,2,2,1,2477,Modern,2,401881,11.422741504867034,77.69883436819514,Suburb
699,Erode,7214 Park Blvd,4,3,0,3681,Victorian,2,181629,11.88695217374508,77.79460261072455,Historic District
700,Tiruchirappalli,3273 2nd St,1,2,0,2178,Contemporary,1,304030,9.639216326519481,78.12283896985838,Downtown
701,Kanyakumari,1767 2nd St,1,2,1,2048,Ranch,2,582681,10.26653112789463,80.99726507275885,Downtown
702,Salem,4214 2nd St,5,1,1,4535,Traditional,3,952207,9.230781124490369,78.0720460020784,Industrial
703,Coimbatore,3653 2nd St,5,3,1,2064,Traditional,1,619791,13.128948471912231,78.31520721831382,Residential Area
704,Thanjavur,1100 3rd Ave,3,3,0,2707,Modern,3,637849,10.684574459057577,79.637312511936,Suburb
705,Dindigul,9142 Main St,4,2,0,1858,Contemporary,1,839567,11.467464636118944,78.17584550564119,Suburb
706,Thanjavur,5550 Main St,1,3,0,3549,Victorian,2,565769,12.038496167918936,77.86321700423878,Uptown
707,Vellore,1467 2nd St,5,2,0,2848,Traditional,3,412199,10.041083501047463,77.6345487465984,Downtown
708,Tiruchirappalli,9113 3rd Ave,4,2,0,3276,Modern,2,923372,11.960559099965277,78.25073066011117,Uptown
709,Kochi,9916 Main St,5,1,0,4816,Contemporary,2,238697,11.71795869365987,77.42366275851509,Historic District
710,Salem,3826 Main St,5,1,0,3997,Contemporary,1,838233,11.881126336306707,77.07458634565913,Industrial
711,Thanjavur,4906 3rd Ave,1,1,1,4353,Modern,3,251505,10.690764451125371,80.21856678933871,Uptown
712,Kochi,9208 3rd Ave,1,2,1,2561,Modern,2,492864,10.106155602603895,77.5515797696583,Downtown
713,Tiruchirappalli,2975 Main St,5,3,0,1020,Victorian,1,871565,9.221452035149444,80.10390739926098,Historic District
714,Kanyakumari,5692 Main St,2,1,0,3688,Modern,1,306390,12.535444940404911,80.19016991594664,Suburb
715,Salem,9027 Main St,5,3,0,2464,Victorian,1,183734,11.345925255924232,79.15167810531698,Historic District
716,Kochi,6159 2nd St,5,1,1,4786,Victorian,2,363299,10.443937078536223,78.2387278332518,Residential Area
717,Vellore,7110 Park Blvd,3,1,0,3777,Ranch,1,823882,13.191977486908364,77.58013093499956,Uptown
718,Madurai,7217 2nd St,3,2,1,2671,Contemporary,3,292728,8.263113468788713,79.947220426884,Downtown
719,Chennai,9253 2nd St,3,1,1,2262,Contemporary,3,821253,12.67594569862776,79.40554794392715,Uptown
720,Madurai,9318 Main St,2,1,1,1144,Contemporary,2,654609,13.48670426120285,79.62181382597426,Suburb
721,Tiruchirappalli,6571 Park Blvd,2,2,1,844,Ranch,3,952925,12.878181609855769,77.03467635938053,Suburb
722,Coimbatore,1277 Main St,5,3,1,2868,Victorian,1,546848,12.457401220885938,80.7100680628313,Downtown
723,Chennai,111 Main St,3,1,0,2314,Victorian,2,770160,10.058682963734785,77.2651607497862,Residential Area
724,Erode,4499 Main St,2,2,0,3398,Modern,1,473923,9.272228002442613,78.46722354056003,Industrial
725,Vellore,8334 Park Blvd,1,1,1,1801,Ranch,2,843812,12.041677862747806,78.6108465986068,Historic District
726,Erode,5545 2nd St,5,2,0,1833,Modern,2,818626,9.675164514587127,77.0054220979918,Historic District
727,Karur,6670 Main St,4,3,1,2840,Ranch,1,533331,8.968218251852338,78.98835723740319,Suburb
728,Salem,8312 3rd Ave,5,3,1,1073,Modern,3,266603,12.325892379069753,80.01123597804404,Uptown
729,Nagapattinam,9306 Park Blvd,4,2,0,3447,Traditional,3,998039,9.718990087301972,80.2930746124591,Uptown
730,Chennai,5343 3rd Ave,3,2,0,2579,Contemporary,2,691228,13.02942951218036,80.51758797322354,Residential Area
