bedrooms,halls,size,location,price,bathrooms,balconies,parking_spaces,age_of_property,furnishing,facing_direction,floor_number,total_floors,has_lift,property_type
4,1,1452,Sholinganallur,297640.0,1,2,1,0,Fully-furnished,West,6,7,True,Independent House
5,2,1526,Anna Nagar,394080.0,1,0,2,21,Unfurnished,North,18,20,True,Independent House
5,1,1617,Anna Nagar,385360.0,2,1,2,1,Unfurnished,East,20,20,True,Villa
2,2,2200,Anna Nagar,352000.0,3,0,1,28,Fully-furnished,South,1,17,True,Independent House
4,2,1500,Nungambakkam,405000.0,1,2,2,11,Fully-furnished,East,7,10,True,Independent House
5,1,1547,Guindy,356025.0,2,1,1,20,Semi-furnished,East,10,13,True,Apartment
3,2,982,Nungambakkam,322380.0,2,1,0,4,Semi-furnished,North,10,16,False,Independent House
5,1,1187,Nungambakkam,394830.0,3,0,0,28,Semi-furnished,West,11,19,False,Apartment
5,2,1298,Anna Nagar,375840.0,3,2,2,6,Semi-furnished,East,5,9,True,Independent House
2,1,1978,Anna Nagar,318240.0,3,0,1,24,Semi-furnished,South,18,18,False,Independent House
5,2,2454,Anna Nagar,468320.0,1,0,0,3,Unfurnished,East,11,16,False,Apartment
3,1,2422,Guindy,361650.0,2,2,0,8,Unfurnished,South,14,18,True,Independent House
4,1,1324,Nungambakkam,371160.0,3,1,0,3,Fully-furnished,South,12,17,True,Apartment
1,1,2660,Nungambakkam,383400.0,1,2,2,3,Fully-furnished,North,1,11,True,Villa
2,2,1279,Guindy,260925.0,1,0,0,25,Unfurnished,East,16,17,True,Apartment
3,2,2390,Mylapore,424150.0,2,2,1,5,Unfurnished,North,17,17,True,Apartment
2,1,2537,Guindy,340275.0,2,0,0,7,Unfurnished,East,2,10,True,Villa
4,2,1902,Porur,294120.0,2,1,2,6,Unfurnished,North,2,18,False,Villa
5,2,2651,T Nagar,484080.0,3,0,1,5,Semi-furnished,East,19,20,True,Apartment
5,1,2252,Sholinganallur,381640.0,3,2,1,3,Semi-furnished,North,19,19,True,Apartment
3,1,1119,Mylapore,299115.0,1,2,0,4,Unfurnished,South,16,17,True,Villa
4,1,1985,Porur,287100.0,3,1,0,4,Semi-furnished,North,14,17,True,Independent House
1,2,1276,Mylapore,261460.0,1,0,0,29,Unfurnished,East,11,16,False,Apartment
1,2,2599,Tambaram,285935.0,3,0,0,0,Semi-furnished,East,2,12,False,Villa
5,1,1583,Anna Nagar,382640.0,2,0,1,25,Unfurnished,West,16,17,True,Villa
4,1,947,Anna Nagar,299760.0,1,2,0,16,Fully-furnished,East,14,18,True,Villa
4,2,1639,Adyar,394315.0,3,0,1,6,Semi-furnished,West,11,14,True,Independent House
3,1,1084,Guindy,261300.0,1,0,2,21,Fully-furnished,South,2,6,True,Apartment
1,2,1747,Nungambakkam,319230.0,2,0,2,20,Unfurnished,North,3,14,True,Apartment
3,1,1737,Guindy,310275.0,1,1,0,24,Semi-furnished,South,10,19,False,Apartment
2,1,2040,Tambaram,262600.0,3,0,1,18,Semi-furnished,East,8,13,False,Apartment
4,1,1348,Nungambakkam,373320.0,1,1,1,12,Semi-furnished,North,19,20,False,Apartment
1,1,926,Tambaram,164190.0,1,0,0,23,Fully-furnished,North,10,12,False,Independent House
3,1,1363,Velachery,282225.0,3,2,0,10,Unfurnished,West,16,17,False,Villa
5,2,2398,Tambaram,376870.0,3,1,0,9,Unfurnished,South,10,19,True,Villa
2,1,1366,Porur,201960.0,3,1,1,18,Semi-furnished,North,19,20,True,Villa
3,1,2856,Adyar,446760.0,1,0,1,23,Unfurnished,East,6,10,False,Villa
5,2,1319,Anna Nagar,377520.0,1,1,0,8,Unfurnished,West,13,14,False,Villa
1,1,900,Sholinganallur,175000.0,1,2,1,18,Fully-furnished,South,2,18,False,Independent House
1,1,1255,Nungambakkam,256950.0,3,1,0,7,Unfurnished,East,12,16,False,Villa
2,1,1870,T Nagar,309600.0,3,0,0,26,Fully-furnished,South,8,10,True,Villa
5,1,1121,Guindy,324075.0,3,2,2,19,Semi-furnished,West,13,20,False,Villa
4,1,2219,Mylapore,426615.0,2,2,1,26,Unfurnished,West,13,20,True,Villa
1,2,1508,Anna Nagar,264640.0,1,1,2,28,Unfurnished,South,4,12,False,Villa
4,2,2144,Guindy,385800.0,1,2,0,16,Fully-furnished,South,4,18,False,Apartment
4,1,876,Tambaram,238940.0,1,0,2,24,Fully-furnished,East,20,20,False,Independent House
3,2,1926,Adyar,384710.0,2,1,1,27,Unfurnished,South,14,17,True,Independent House
3,1,1831,Nungambakkam,380790.0,2,0,0,7,Semi-furnished,South,13,16,False,Independent House
1,2,2458,Tambaram,276770.0,3,2,0,22,Semi-furnished,West,7,13,True,Villa
4,1,2610,Nungambakkam,486900.0,2,2,2,15,Unfurnished,North,14,20,False,Apartment
3,1,2573,Mylapore,422705.0,2,2,2,14,Fully-furnished,South,14,18,True,Villa
5,1,1617,Anna Nagar,385360.0,2,1,1,14,Unfurnished,North,7,7,True,Apartment
5,2,2689,Velachery,456675.0,3,2,2,4,Fully-furnished,East,15,20,False,Villa
5,2,809,Mylapore,357765.0,3,1,1,29,Fully-furnished,North,3,3,True,Independent House
5,2,1377,T Nagar,382160.0,1,2,0,9,Semi-furnished,West,1,3,True,Apartment
4,2,2856,T Nagar,468480.0,1,2,1,23,Unfurnished,South,16,18,False,Independent House
5,2,2462,Porur,351720.0,3,0,0,29,Fully-furnished,North,7,15,True,Apartment
4,2,2575,Tambaram,362375.0,3,0,0,6,Unfurnished,North,4,15,True,Apartment
1,1,2489,Velachery,306675.0,2,1,2,16,Unfurnished,North,20,20,False,Independent House
1,1,915,Velachery,188625.0,3,2,2,0,Semi-furnished,East,16,20,False,Independent House
5,2,1863,Tambaram,342095.0,1,1,1,25,Unfurnished,East,20,20,True,Independent House
5,1,2180,Nungambakkam,484200.0,1,2,0,7,Fully-furnished,North,3,6,False,Apartment
5,1,2618,Sholinganallur,407260.0,3,1,0,29,Semi-furnished,South,12,12,False,Villa
1,1,2821,Guindy,331575.0,3,0,0,12,Unfurnished,South,12,20,False,Apartment
3,2,2965,Porur,333900.0,1,1,2,12,Fully-furnished,South,2,5,False,Independent House
1,2,870,Anna Nagar,213600.0,2,1,1,18,Semi-furnished,East,17,19,True,Villa
5,2,1477,Velachery,365775.0,3,2,1,11,Fully-furnished,North,19,20,False,Villa
3,1,2483,Nungambakkam,439470.0,2,1,1,8,Fully-furnished,East,15,20,True,Villa
3,2,1681,Guindy,321075.0,2,0,0,11,Unfurnished,East,12,20,False,Villa
2,1,1276,Mylapore,278460.0,3,1,1,23,Semi-furnished,West,4,16,False,Villa
4,1,1237,Anna Nagar,322960.0,3,1,1,17,Semi-furnished,North,19,20,True,Apartment
5,1,2677,T Nagar,470160.0,1,1,1,13,Semi-furnished,North,15,20,True,Apartment
4,1,948,Guindy,281100.0,1,1,1,27,Semi-furnished,North,19,19,True,Independent House
2,1,868,Velachery,215100.0,1,2,1,14,Fully-furnished,East,9,9,True,Independent House
4,1,2260,T Nagar,404800.0,3,1,1,3,Fully-furnished,North,10,10,True,Villa
5,2,2254,Tambaram,367510.0,2,1,1,13,Unfurnished,West,6,18,False,Independent House
2,1,1856,Sholinganallur,269920.0,3,2,2,29,Unfurnished,West,17,19,False,Villa
4,1,2671,Velachery,410325.0,3,0,0,7,Fully-furnished,East,19,20,False,Villa
1,1,868,Adyar,209780.0,2,0,1,12,Fully-furnished,West,9,14,True,Independent House
3,1,2486,Adyar,415310.0,1,2,1,4,Semi-furnished,North,5,15,True,Villa
2,2,2901,Guindy,382575.0,3,2,2,19,Fully-furnished,West,16,19,True,Apartment
1,1,2594,Adyar,356490.0,1,1,2,16,Unfurnished,West,10,19,False,Independent House
5,2,1617,Tambaram,326105.0,3,0,1,25,Semi-furnished,North,2,17,False,Villa
3,1,1570,Guindy,297750.0,1,1,1,4,Semi-furnished,North,5,16,True,Independent House
2,2,2623,Velachery,361725.0,2,0,1,5,Unfurnished,West,11,17,True,Apartment
3,2,1993,Sholinganallur,321510.0,2,1,0,21,Unfurnished,West,11,19,False,Apartment
2,2,1012,T Nagar,256960.0,2,1,1,4,Unfurnished,West,19,19,False,Villa
2,1,2375,Porur,262500.0,1,1,0,14,Semi-furnished,West,3,15,True,Apartment
4,2,2158,Guindy,386850.0,1,2,1,19,Semi-furnished,North,11,18,True,Independent House
3,1,2570,Adyar,422450.0,1,1,1,13,Unfurnished,North,10,14,True,Apartment
3,2,1076,T Nagar,294080.0,3,0,0,1,Semi-furnished,South,12,16,False,Independent House
1,2,2122,Tambaram,254930.0,3,2,0,8,Unfurnished,South,18,20,True,Independent House
5,1,2975,Sholinganallur,432250.0,1,1,2,24,Fully-furnished,South,10,17,True,Villa
1,2,2795,Velachery,344625.0,1,2,2,4,Fully-furnished,West,1,13,True,Independent House
4,1,2602,Sholinganallur,378140.0,1,1,2,18,Unfurnished,East,3,13,True,Independent House
2,1,893,Nungambakkam,260370.0,3,1,1,8,Semi-furnished,South,7,17,False,Apartment
4,1,2842,Guindy,423150.0,1,1,1,16,Unfurnished,South,5,17,True,Villa
4,2,1429,Guindy,332175.0,3,2,1,16,Fully-furnished,North,10,11,False,Villa
1,2,898,Mylapore,229330.0,1,2,2,15,Unfurnished,East,4,16,True,Apartment
2,2,962,T Nagar,252960.0,2,2,1,1,Semi-furnished,West,3,19,True,Apartment
5,2,841,Adyar,360485.0,3,1,2,14,Fully-furnished,South,1,9,True,Apartment
4,2,851,T Nagar,308080.0,2,1,2,17,Unfurnished,West,12,20,False,Villa
5,1,2436,T Nagar,450880.0,3,0,2,14,Fully-furnished,South,16,19,False,Independent House
2,2,2363,Anna Nagar,365040.0,3,1,2,12,Fully-furnished,South,12,15,False,Independent House
2,1,1032,T Nagar,242560.0,2,2,2,21,Unfurnished,North,10,15,True,Apartment
1,2,2849,Tambaram,302185.0,3,1,2,24,Unfurnished,South,17,18,False,Independent House
3,2,2317,Sholinganallur,344190.0,1,1,2,8,Fully-furnished,East,13,16,False,Villa
1,1,880,Velachery,186000.0,2,0,1,20,Semi-furnished,West,13,15,True,Apartment
5,1,1502,Nungambakkam,423180.0,2,2,0,10,Unfurnished,West,20,20,False,Villa
1,1,1260,T Nagar,228800.0,2,1,0,29,Unfurnished,East,17,18,False,Independent House
2,2,1121,Anna Nagar,265680.0,3,0,0,19,Fully-furnished,West,10,18,True,Apartment
4,2,984,Mylapore,338640.0,2,1,1,25,Semi-furnished,East,15,20,False,Apartment
3,1,2809,Tambaram,338585.0,2,0,0,20,Semi-furnished,West,9,18,True,Villa
2,1,1210,Adyar,272850.0,3,0,0,13,Semi-furnished,East,14,17,False,Villa
4,2,1425,T Nagar,354000.0,3,1,1,28,Unfurnished,South,11,14,False,Apartment
5,1,2776,Guindy,448200.0,2,1,2,29,Semi-furnished,West,20,20,True,Apartment
5,1,1852,Guindy,378900.0,1,0,2,28,Fully-furnished,North,15,17,False,Independent House
5,1,1167,Adyar,371195.0,2,1,2,8,Unfurnished,West,11,17,True,Independent House
1,2,2245,Adyar,343825.0,3,1,2,10,Unfurnished,East,3,10,True,Villa
5,2,2968,Anna Nagar,509440.0,2,0,2,9,Unfurnished,North,20,20,False,Independent House
5,2,2328,Tambaram,372320.0,1,2,1,17,Semi-furnished,North,3,20,False,Apartment
1,1,920,Sholinganallur,176400.0,2,0,2,10,Unfurnished,East,15,18,False,Apartment
4,1,1580,Porur,262800.0,3,1,2,18,Semi-furnished,West,2,19,True,Villa
2,2,2547,Guindy,356025.0,2,0,2,1,Fully-furnished,West,7,19,True,Villa
3,2,1572,T Nagar,333760.0,1,1,2,13,Unfurnished,North,13,20,False,Villa
5,1,2294,T Nagar,439520.0,3,2,1,14,Semi-furnished,West,11,15,False,Villa
5,2,1066,Mylapore,379610.0,2,2,2,10,Semi-furnished,North,16,16,True,Independent House
5,1,1822,Tambaram,326430.0,2,1,1,0,Unfurnished,South,16,17,True,Independent House
1,2,2132,Velachery,294900.0,1,0,1,22,Semi-furnished,North,2,11,True,Independent House
1,2,1674,T Nagar,277920.0,2,0,0,0,Unfurnished,South,20,20,False,Apartment
1,2,1061,Velachery,214575.0,2,0,1,25,Unfurnished,North,3,15,False,Villa
3,2,2044,Mylapore,394740.0,1,0,0,15,Fully-furnished,South,12,18,True,Villa
2,2,2811,T Nagar,400880.0,1,1,0,3,Unfurnished,East,4,20,True,Independent House
5,2,2457,Guindy,439275.0,2,2,0,29,Semi-furnished,North,11,13,True,Independent House
4,1,1645,Mylapore,377825.0,1,0,0,18,Fully-furnished,North,7,17,False,Independent House
5,1,1683,Nungambakkam,439470.0,1,1,2,17,Fully-furnished,East,9,17,False,Apartment
5,1,1202,Nungambakkam,396180.0,3,2,1,10,Semi-furnished,West,6,16,True,Apartment
5,2,1210,Guindy,345750.0,2,2,2,10,Semi-furnished,North,12,12,True,Independent House
5,2,2769,Porur,370140.0,3,1,2,29,Semi-furnished,West,19,20,False,Independent House
2,2,1241,Mylapore,292485.0,2,0,2,10,Unfurnished,South,14,20,True,Independent House
4,1,2322,Mylapore,435370.0,3,0,1,14,Semi-furnished,West,17,20,False,Villa
1,2,2439,Mylapore,360315.0,1,1,2,28,Fully-furnished,East,19,20,False,Villa
4,1,1160,Mylapore,336600.0,3,0,1,23,Unfurnished,South,20,20,True,Independent House
5,2,2785,Mylapore,525725.0,1,2,2,17,Unfurnished,West,15,19,False,Apartment
4,1,1069,Guindy,290175.0,2,0,0,8,Fully-furnished,West,2,12,False,Independent House
5,1,1879,Velachery,380925.0,2,2,2,27,Fully-furnished,North,15,18,False,Villa
4,1,2747,Anna Nagar,443760.0,3,2,0,8,Unfurnished,West,18,20,True,Villa
3,2,1961,Porur,273660.0,1,0,1,20,Fully-furnished,North,12,13,False,Apartment
4,1,1979,Nungambakkam,430110.0,3,0,0,17,Unfurnished,East,4,8,False,Independent House
1,2,1036,Anna Nagar,226880.0,3,2,1,13,Fully-furnished,East,17,20,True,Independent House
1,1,1712,Tambaram,215280.0,1,0,0,27,Unfurnished,South,20,20,True,Villa
4,1,1694,Sholinganallur,314580.0,3,1,2,26,Semi-furnished,West,14,14,True,Apartment
4,2,1486,T Nagar,358880.0,2,0,0,8,Unfurnished,West,2,10,False,Apartment
2,1,1252,Anna Nagar,260160.0,3,2,1,13,Fully-furnished,North,20,20,False,Independent House
4,1,1025,Velachery,286875.0,2,0,2,19,Semi-furnished,South,11,15,False,Independent House
1,2,1734,Porur,212040.0,3,1,0,24,Unfurnished,West,11,16,True,Independent House
3,1,1182,Adyar,304470.0,3,1,2,20,Fully-furnished,South,11,15,True,Apartment
1,1,991,Sholinganallur,181370.0,1,1,1,19,Unfurnished,North,18,18,False,Apartment
2,1,1150,Guindy,236250.0,3,1,0,21,Fully-furnished,East,12,18,True,Apartment
4,1,992,Anna Nagar,303360.0,1,1,0,28,Unfurnished,West,18,18,True,Apartment
3,1,1425,Sholinganallur,267750.0,3,0,1,22,Unfurnished,North,8,20,True,Villa
1,1,1013,Sholinganallur,182910.0,3,1,2,3,Unfurnished,South,14,16,True,Villa
3,2,2185,Porur,287100.0,2,2,1,0,Fully-furnished,East,6,17,True,Villa
5,1,1987,Anna Nagar,414960.0,1,0,1,22,Fully-furnished,West,18,20,True,Apartment
1,1,2515,Porur,246900.0,1,0,1,24,Semi-furnished,South,10,19,True,Independent House
5,2,2605,Mylapore,510425.0,2,1,2,16,Semi-furnished,North,19,20,False,Independent House
3,1,2608,Guindy,375600.0,3,1,0,17,Fully-furnished,West,12,12,False,Villa
4,2,2964,T Nagar,477120.0,2,0,1,17,Unfurnished,West,16,17,True,Villa
4,1,2725,T Nagar,442000.0,1,1,0,18,Fully-furnished,North,14,14,True,Villa
4,1,2614,T Nagar,433120.0,3,2,2,21,Fully-furnished,North,9,20,False,Apartment
5,1,2789,Guindy,449175.0,2,0,1,11,Fully-furnished,North,19,19,True,Independent House
4,2,2292,Tambaram,343980.0,3,2,1,2,Semi-furnished,East,1,4,True,Independent House
2,2,1258,Porur,207480.0,2,2,0,18,Unfurnished,East,10,14,False,Apartment
1,1,2822,Sholinganallur,309540.0,1,1,0,8,Unfurnished,East,14,14,False,Apartment
1,1,2852,Porur,267120.0,1,2,1,28,Fully-furnished,South,9,14,True,Apartment
3,1,1406,Sholinganallur,266420.0,1,0,2,2,Semi-furnished,East,17,17,True,Independent House
5,2,2927,Sholinganallur,442890.0,2,1,0,7,Fully-furnished,East,16,18,True,Villa
1,2,2923,Guindy,354225.0,3,0,1,10,Semi-furnished,East,12,16,True,Independent House
5,1,1720,Velachery,369000.0,3,2,0,1,Semi-furnished,West,2,16,False,Apartment
3,2,2402,Velachery,375150.0,3,2,1,9,Semi-furnished,West,18,18,False,Villa
4,2,2672,Sholinganallur,397040.0,1,1,0,18,Semi-furnished,North,18,20,True,Independent House
3,2,2004,Adyar,391340.0,3,2,1,26,Unfurnished,West,11,11,False,Villa
2,2,2659,T Nagar,388720.0,2,1,0,6,Unfurnished,East,20,20,True,Villa
4,1,2897,Tambaram,370305.0,2,2,2,20,Fully-furnished,West,4,8,False,Apartment
4,2,2775,Tambaram,375375.0,2,2,1,0,Semi-furnished,South,12,15,True,Villa
4,1,2715,Adyar,468775.0,3,0,0,7,Unfurnished,West,2,9,True,Independent House
3,1,993,Velachery,254475.0,2,2,2,16,Semi-furnished,South,10,11,False,Villa
2,2,911,Sholinganallur,217770.0,2,2,2,28,Semi-furnished,West,14,20,False,Apartment
5,2,2530,Porur,355800.0,2,2,2,25,Unfurnished,North,5,17,False,Independent House
3,2,1466,Adyar,345610.0,2,1,0,22,Unfurnished,West,15,17,False,Villa
1,2,1910,Sholinganallur,259699.99999999997,1,1,2,5,Unfurnished,East,7,17,True,Independent House
1,2,2088,Sholinganallur,272160.0,1,2,0,23,Unfurnished,South,18,20,True,Apartment
3,1,2780,Tambaram,336700.0,2,1,1,24,Unfurnished,West,20,20,False,Apartment
5,1,2630,Guindy,437250.0,2,1,2,24,Fully-furnished,South,8,18,False,Apartment
1,1,1068,T Nagar,213440.0,3,2,2,3,Semi-furnished,North,7,13,True,Independent House
5,1,1289,Sholinganallur,314230.0,3,0,0,0,Unfurnished,West,1,14,True,Independent House
4,2,2412,Sholinganallur,378840.0,3,0,1,9,Semi-furnished,North,3,20,False,Independent House
3,2,916,Sholinganallur,246119.99999999997,2,2,1,2,Semi-furnished,East,14,14,True,Apartment
4,2,2723,Adyar,486455.0,1,1,1,18,Semi-furnished,North,3,5,False,Villa
1,2,2634,Adyar,376890.0,3,0,2,7,Unfurnished,West,1,4,False,Apartment
5,1,2872,Tambaram,394680.0,3,2,0,23,Fully-furnished,South,15,20,True,Independent House
4,1,1011,T Nagar,304880.0,1,2,0,1,Unfurnished,West,5,9,True,Villa
1,2,1128,Tambaram,190320.0,1,0,2,1,Semi-furnished,South,19,19,True,Apartment
2,1,2564,Tambaram,296660.0,1,1,0,9,Unfurnished,South,15,16,False,Independent House
4,1,1384,Velachery,313800.0,3,2,1,25,Unfurnished,East,18,18,False,Villa
2,2,1820,Adyar,341700.0,1,0,2,12,Unfurnished,West,7,14,True,Apartment
2,2,2659,Porur,291540.0,2,1,0,13,Unfurnished,South,3,19,True,Independent House
1,1,855,Adyar,208675.0,1,2,1,16,Fully-furnished,West,5,18,True,Villa
3,2,1266,Anna Nagar,309280.0,3,2,2,18,Fully-furnished,North,17,17,False,Apartment
5,2,843,Adyar,360655.0,2,2,1,6,Fully-furnished,East,8,12,True,Apartment
1,2,2341,T Nagar,331280.0,3,1,2,13,Semi-furnished,East,20,20,False,Apartment
4,1,1678,Tambaram,291070.0,1,1,1,25,Unfurnished,East,1,11,False,Independent House
5,2,1298,Nungambakkam,422820.0,1,2,1,14,Fully-furnished,East,2,4,True,Villa
3,1,2175,Anna Nagar,366000.0,1,0,2,9,Fully-furnished,North,18,19,False,Villa
1,2,2968,Adyar,405280.0,1,0,2,12,Fully-furnished,South,7,15,False,Villa
3,2,2383,Anna Nagar,398640.0,3,2,2,20,Semi-furnished,West,11,13,True,Villa
4,2,805,Velachery,285375.0,1,0,2,11,Semi-furnished,North,11,17,True,Apartment
1,1,836,Sholinganallur,170520.0,3,0,0,27,Semi-furnished,South,16,18,False,Villa
4,1,1025,T Nagar,306000.0,2,1,1,3,Unfurnished,West,1,15,True,Apartment
5,2,1543,Guindy,370725.0,1,2,1,15,Fully-furnished,South,1,5,False,Apartment
5,2,948,Adyar,369580.0,3,1,1,19,Semi-furnished,East,7,16,False,Independent House
3,1,2057,Anna Nagar,356560.0,3,0,1,15,Unfurnished,North,2,3,False,Apartment
3,2,1658,Tambaram,276770.0,1,0,0,20,Semi-furnished,South,12,15,False,Apartment
5,1,2461,Anna Nagar,452880.0,3,2,0,22,Fully-furnished,North,9,13,True,Apartment
2,2,2802,Velachery,375150.0,2,0,2,0,Unfurnished,North,19,19,True,Villa
5,1,890,Tambaram,265850.0,1,0,2,5,Unfurnished,North,15,16,True,Villa
1,2,2914,Sholinganallur,329980.0,3,0,1,2,Fully-furnished,West,11,18,False,Independent House
4,1,2552,Porur,321120.0,2,0,1,27,Semi-furnished,North,12,16,True,Independent House
5,2,2881,Guindy,471075.0,3,0,1,29,Semi-furnished,West,15,17,True,Villa
5,2,948,Mylapore,369580.0,3,0,2,11,Fully-furnished,North,19,19,False,Independent House
4,2,1439,Mylapore,377315.0,1,2,0,23,Fully-furnished,South,9,18,True,Villa
4,2,2746,Nungambakkam,517140.0,3,2,2,6,Unfurnished,West,13,16,True,Villa
1,2,2851,Tambaram,302315.0,2,0,0,1,Fully-furnished,West,17,18,False,Villa
4,2,2644,Velachery,423300.0,2,2,2,19,Unfurnished,West,17,20,True,Villa
3,1,1103,Sholinganallur,245209.99999999997,2,1,2,8,Unfurnished,North,7,18,False,Independent House
5,2,2809,Mylapore,527765.0,1,0,2,12,Fully-furnished,East,16,19,True,Apartment
4,2,2896,Tambaram,383240.0,1,0,1,6,Fully-furnished,West,15,19,True,Villa
1,2,2527,Nungambakkam,389430.0,3,1,0,0,Semi-furnished,West,16,20,False,Villa
4,2,906,Guindy,292950.0,1,2,0,28,Semi-furnished,South,1,6,False,Apartment
5,1,995,Velachery,314625.0,2,1,0,28,Semi-furnished,South,4,15,True,Independent House
2,1,1064,T Nagar,245120.0,2,2,1,21,Semi-furnished,North,18,20,True,Apartment
4,2,1159,Nungambakkam,374310.0,3,0,1,1,Fully-furnished,East,13,17,True,Independent House
3,2,1943,T Nagar,363440.0,1,0,1,7,Fully-furnished,South,18,19,False,Villa
5,2,1595,Guindy,374625.0,1,0,0,27,Fully-furnished,North,15,19,True,Apartment
1,2,2504,Tambaram,279760.0,1,2,1,27,Semi-furnished,West,18,19,False,Independent House
5,2,2654,Tambaram,393510.0,2,2,2,15,Unfurnished,North,18,18,True,Apartment
2,2,1340,Guindy,265500.0,3,2,0,25,Unfurnished,West,13,19,False,Villa
1,1,1484,Mylapore,262140.0,2,0,2,16,Fully-furnished,South,18,20,True,Independent House
2,1,2608,Tambaram,299520.0,1,0,0,6,Fully-furnished,West,14,20,True,Independent House
2,1,1823,Porur,229380.0,2,0,2,6,Semi-furnished,North,20,20,False,Apartment
3,1,1200,Guindy,270000.0,3,0,1,16,Unfurnished,West,6,18,False,Villa
4,2,2318,Nungambakkam,478620.0,3,0,0,25,Unfurnished,East,9,12,False,Independent House
3,2,2227,Guindy,362025.0,3,0,0,17,Unfurnished,West,12,20,True,Apartment
3,1,1380,Sholinganallur,264600.0,1,0,0,15,Unfurnished,North,3,18,False,Apartment
3,1,2495,T Nagar,391600.0,3,0,2,12,Fully-furnished,North,14,19,False,Villa
1,2,2916,Guindy,353700.0,3,0,1,11,Fully-furnished,North,1,7,False,Villa
4,1,2781,Velachery,418575.0,2,1,2,23,Unfurnished,North,3,4,True,Villa
4,1,1525,T Nagar,346000.0,3,1,2,21,Semi-furnished,South,19,20,True,Independent House
1,2,2386,Nungambakkam,376740.0,2,1,1,23,Semi-furnished,South,3,5,False,Villa
3,1,1134,Guindy,265050.0,3,2,1,22,Semi-furnished,South,4,13,True,Independent House
3,2,1754,Porur,261240.0,2,0,1,12,Fully-furnished,South,1,13,True,Villa
2,1,1531,Sholinganallur,247169.99999999997,2,1,0,3,Unfurnished,West,9,16,True,Villa
2,2,2107,Tambaram,279955.0,1,2,2,3,Unfurnished,West,13,14,True,Apartment
5,2,944,Velachery,325800.0,1,1,1,7,Fully-furnished,South,7,8,False,Apartment
2,2,2497,Guindy,352275.0,1,2,0,5,Fully-furnished,North,7,18,False,Apartment
4,1,2650,Porur,327000.0,2,2,2,13,Unfurnished,East,6,9,True,Apartment
1,1,2551,Sholinganallur,290570.0,2,0,0,0,Semi-furnished,North,18,20,False,Apartment
3,1,2938,Velachery,400350.0,2,2,2,26,Semi-furnished,South,2,5,False,Villa
5,1,1064,Anna Nagar,341120.0,2,2,2,7,Unfurnished,South,13,17,True,Apartment
2,2,2392,Tambaram,298480.0,2,1,0,12,Semi-furnished,North,13,15,True,Apartment
5,1,1855,Mylapore,429675.0,1,2,1,2,Unfurnished,East,12,12,True,Apartment
1,2,1530,Tambaram,216450.0,3,2,1,6,Fully-furnished,South,1,14,False,Independent House
1,1,2515,Anna Nagar,329200.0,1,2,0,14,Unfurnished,North,4,20,True,Apartment
5,2,1271,Nungambakkam,420390.0,2,2,0,13,Unfurnished,North,12,15,False,Villa
5,2,863,Adyar,362355.0,3,0,1,14,Semi-furnished,East,9,12,True,Apartment
5,2,895,T Nagar,343600.0,1,2,2,9,Fully-furnished,East,14,18,True,Apartment
3,1,908,Tambaram,215020.0,1,2,2,9,Semi-furnished,East,13,13,True,Independent House
4,1,1653,Anna Nagar,356240.0,2,2,1,1,Unfurnished,East,16,20,False,Independent House
2,2,2970,Mylapore,439450.0,2,1,0,5,Fully-furnished,East,20,20,True,Independent House
2,1,2768,Velachery,357600.0,1,2,2,17,Semi-furnished,South,6,6,True,Independent House
2,2,1545,T Nagar,299600.0,3,0,1,24,Semi-furnished,East,7,13,True,Apartment
5,1,1535,T Nagar,378800.0,1,1,1,14,Fully-furnished,South,8,18,False,Apartment
5,1,2202,Porur,324120.0,3,2,1,6,Unfurnished,South,17,18,True,Apartment
5,1,922,Nungambakkam,370980.0,2,2,0,19,Unfurnished,South,19,20,False,Villa
3,1,2829,Tambaram,339885.0,1,2,1,26,Unfurnished,East,4,13,True,Villa
3,2,2964,Sholinganallur,389480.0,3,2,2,15,Unfurnished,South,8,12,False,Independent House
3,1,2113,Anna Nagar,361040.0,1,2,2,3,Semi-furnished,West,5,20,True,Independent House
3,1,1568,Porur,238080.0,2,1,0,13,Unfurnished,South,4,6,True,Apartment
1,1,1353,Sholinganallur,206710.0,2,2,0,10,Unfurnished,West,7,10,True,Apartment
3,2,2172,T Nagar,381760.0,3,2,1,17,Semi-furnished,West,19,20,True,Villa
3,2,945,Anna Nagar,283600.0,3,2,0,6,Semi-furnished,East,13,18,False,Apartment
3,2,2021,T Nagar,369680.0,1,1,1,1,Unfurnished,West,7,19,True,Villa
2,2,1018,Tambaram,209170.0,1,0,0,2,Semi-furnished,West,11,13,False,Independent House
2,2,1990,Adyar,356150.0,2,0,2,27,Unfurnished,South,10,12,True,Apartment
2,2,1684,Anna Nagar,310720.0,1,2,2,8,Unfurnished,East,10,16,True,Villa
4,1,1186,Tambaram,259090.0,3,1,2,2,Unfurnished,West,2,19,True,Apartment
1,2,1426,Sholinganallur,225820.0,1,0,0,10,Unfurnished,North,19,19,True,Apartment
5,2,2437,Tambaram,379405.0,1,1,1,19,Semi-furnished,East,4,17,True,Apartment
3,1,1075,Porur,208500.0,3,2,2,15,Semi-furnished,South,18,19,False,Apartment
2,1,1944,Mylapore,335240.0,2,2,0,11,Unfurnished,North,15,18,True,Villa
